theme,themeurl,author,journal,jrurl,year,cites,downloads
超声技术在麻醉气道管理中的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA76CA2C4279682CE19,黄昌云,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,8
心理干预在晚期肺癌患者化疗中应用效果的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD133646BC5024E238A90BB,蒙丽艳,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,2
住院患者多重耐药菌感染的调查及干预措施效果分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B00F25D1773127AB8C,冉素平,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,13
不同劈核技术对年龄相关性白内障超声乳化术疗效的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BD5C200315167D853E,杜珍妮,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,0
放松训练对造血干细胞移植患者极期焦虑的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F8D6446F67DBD0AE9,史楠,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,1
经会阴超声检查对宫颈机能不全的诊断价值探讨,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E99F2CDD2A3A48AC2,邓宇鲲,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,0
不同医师应用IOTA LR2模型对卵巢肿瘤良恶性评价的一致性检验,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF77C767851B43F20E66F4285A6716F5575C7444A32769954F,韩慧娟,《肿瘤影像学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shyxyx,2018,0,0
儿科急诊五级预检分诊系统实践与应用现状的单中心研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF7A9510DA3B1383EEB2FB050C588B1B9E1E9642472E41543A,施惠宣,《中华儿科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhek,2018,0,0
光学相干断层成像技术在脑血管造影评估中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF0482B598FA0EDDF3D4B855639D36E64670F95C29CA41A423,施璇,《中华神经科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhsjk,2018,0,0
全外显子测序在静脉血栓栓塞症的研究现状和展望,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655BAA03B2A5F2FFCAC4,张宇,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,0
超声引导下穿刺引流术对梗阻性黄疸的疗效分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830D24DE99B74F23D86,陈清亮,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
HZ201树脂在新型酶法制备D-茶氨酸中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6009830EAA39B2245CAD525ACE033FA09002343DF0A31645,张芙蓉,《生物资源》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ajshswzy,2018,0,7
超高效液相色谱法测定配制酒中糖精钠的不确定度分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C75E89567313191A8FB201677D17A0C195,李珊,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,25
基于内转录间隔区序列对云南12株鹅膏菌的分子分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7B9924923E9A8D7DFB201677D17A0C195,杨菁,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,9
梗阻性黄疸的影像学检查技术及诊治研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50BC20B3ACD6F63BD5,滕才钧,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,88
缺血性脑白质病变患者发生认知功能障碍的影响因素分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D500F729DD811B202A9,罗彦妮,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,125
过敏煎联合双倍剂量依巴斯汀治疗慢性荨麻疹的临床观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D502CB9F1A261E44BB8,柳研,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,27
恶性胸膜间皮瘤的治疗——美国临床肿瘤学会临床实践指南简介,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655B54B532C87E12BF32,陈阳育,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,1
长链非编码RNA在胃癌中的作用研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BD9C9CE0EF2C76E184,王骥,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,3
适用于中国人群的痴呆筛查和评估框架,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFDAE003C39F61B1C4B2FB050C588B1B9E93A5B86CEE46FA0B,田金洲,《中华内科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhnk,2018,0,0
临床药师参与晚期肺癌患者靶向治疗的药学实践,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA778EF60CCD45AD6D1,李杨,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,16
过氧化物酶体增殖物激活受体α在对乙酰氨基酚肝损伤的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7208A995C1FB7D019,张真真,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,9
心理干预对卵巢癌患者围手术期心理状况及生活质量的影响研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD13364194AD3731E07C78B,董嫩娟,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,8
芪明颗粒对非增殖期糖尿病视网膜病变的疗效及安全性评价,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BD20866F16E5C3BE70,范艳萍,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,1
纳米氧化锌/低密度聚乙烯膜中锌向食品的迁移研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C70A8862FD6B13334BB201677D17A0C195,史迎春,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,2
阿帕替尼联合奥沙利铂治疗晚期胃癌的临床疗效,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C683078B0C5F6EBBE10BE,吴海霞,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,1
肺癌组织不同核因子E2相关因子2及切除修复交叉互补基因1水平在接受含铂化疗方案的晚期非小细胞肺癌患者预后中的价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA78CC392C8394926C6,刘满庆,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,2
肌壁大部切除-子宫重建术联合左炔诺孕酮宫内缓释系统治疗中重度子宫腺肌病的疗效及对卵巢功能的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA703F4E402212D4916,王慧丽,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,0
CD52单克隆抗体通过抑制Th1/17介导的炎症及诱导调节性T细胞反应对克罗恩病模型小鼠结肠炎的治疗作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFDAE003C39F61B1C4B2FB050C588B1B9E1E9642472E41543A,刘建辉,《中华内科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhnk,2018,0,0
老年肿瘤患者心血管风险指标的相关性分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D2C37D858E5BE0B3DD93A5B86CEE46FA0B,吴文宇,《国际老年医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx,2018,0,8
复视明胶囊的抗炎和镇痛作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFC64240800DBF044F07DF2FE62FACD1A008C3783EEA97DE0B,许璐,《西北药学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xbyxzz,2018,0,1
颅内静脉窦血栓合并脑出血的临床分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D241DB3FDC03F57C8B568C28067AE0F2333271C1BD8048CBAE,赵小媛,《神经损伤与功能重建》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-wlyxykf,2018,0,130
挛缩肢体深筋膜中Ⅰ型胶原的表达,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF19C3829A9788E2A6C3DEECACFE186FE8DB67B5B30EFE825E,薛书生,《东南国防医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=njbdyy,2018,0,0
羟考酮在无痛支气管镜检查中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFC64240800DBF044F07DF2FE62FACD1A0201FA1562DD20F42,王瑾,《西北药学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xbyxzz,2018,0,4
开封市无偿献血者梅毒确认阳性结果的调查分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8B19F80D4D119DE2C275B4790B0CD0F7EBDEFE7D29814488,刘玉强,《临床输血与检验》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcsxyjy,2018,0,6
宫颈托预防单胎妊娠早产的meta分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF688ADEB4FC327F4B05B4EAE5DFBD3616051ED92D03CD6477,闫会娜,《中国生育健康杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgsyjkzz,2018,0,4
胱抑素C与心力衰竭关系的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF050C3E7D86B2A0772A2F977384BBE54F4E9C5211F569F482,刘滔,《心血管病学进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xxgbxjz,2018,0,0
冠状动脉微循环障碍的机制及治疗再认识,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF050C3E7D86B2A0772A2F977384BBE54F80980299672EF959,赵艳茹,《心血管病学进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xxgbxjz,2018,0,0
异角毛藻和平滑角毛藻的分类学修订,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFCCAD2E562ECA3779FC584DF6F2AFD604AFBE8FE3624073B1,许晓静,《热带亚热带植物学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=rdyrdzwxb,2018,0,0
橄榄CaICE1基因的克隆和表达分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFCCAD2E562ECA3779FC584DF6F2AFD604BE1B3D542A6C9606,赖瑞联,《热带亚热带植物学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=rdyrdzwxb,2018,0,0
妊娠及哺乳期高血压治疗的当代认识,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF050C3E7D86B2A0772A2F977384BBE54FEF0EFBAC37436F43,秦方,《心血管病学进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xxgbxjz,2018,0,1
影像组学在肺癌中的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D280C5211FC1C3DB9066D1B2B62DFAA65C6BC5024E238A90BB,梁清华,《国际医学放射学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-lcfsxfc,2018,0,2
妊娠及哺乳期高血压治疗的当代认识,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF050C3E7D86B2A0772A2F977384BBE54FEF0EFBAC37436F43,秦方,《心血管病学进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xxgbxjz,2018,0,1
影像组学在肺癌中的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D280C5211FC1C3DB9066D1B2B62DFAA65C6BC5024E238A90BB,梁清华,《国际医学放射学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-lcfsxfc,2018,0,2
数字医学技术在整形外科中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3E73CB2C1753B1D80A910615EED6CA7E2E5002ED819A581E,齐向东,《中华整形外科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhzxsswk,2018,0,206
双柏散外敷治疗轻型急性胰腺炎的疗效观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF7FC66CBF78565EB17AEAE487CAD9ADEDCBBB801A10354313,贾伟路,《广州中医药大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gzzyydxxb,2018,0,13
制度环境对城市集聚经济强度的影响——基于市民化和市场化转型的双重视角,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9FAA2F96DEFE43E31BE336A57526B7AF1639936085260D78,宋春合,《云南财经大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=yncmxyxb,2018,0,10
住院精神疾病患者的慢性躯体合并症调查分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D241DB3FDC03F57C8B568C28067AE0F233780DEB579A711DD7,朱平,《神经损伤与功能重建》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-wlyxykf,2018,0,58
疏肝利胆汤加减治疗慢性胆囊炎的Meta分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFC64240800DBF044F07DF2FE62FACD1A03C7E6E37A79980E2,陈慕媛,《西北药学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xbyxzz,2018,0,10
耳蜗电图在梅尼埃病诊断中的作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF46B620866E6347866BE429113DFA0725D8C8B699D2035A52B201677D17A0C195,李忆楠,《听力学及言语疾病杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=tlxjyyjbzz,2018,0,0
药学干预对社区高血压患者用药依从性的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF375604AA24ECE4BCF2532E295DE2D760214B201479CDDC3C,叶腾飞,《药学实践杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=yxsjzz,2018,0,1
腰椎滑脱症的新分类及治疗进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD3377A1C9AE9CBFE68B485E8689D17BCB201677D17A0C195,王超,《骨科》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gk,2018,0,15
脑卒中患者中期照护模式的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D2C37D858E5BE0B3DD3271C1BD8048CBAE,郑添茹,《国际老年医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx,2018,0,25
基于Object Proposals并集的显著性检测模型,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D9F901E011E18F7D6F61F2BD1A8C76E87,赵闰霞,《智能系统学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkjyc,2018,0,4
Omecamtiv Mecarbil在心力衰竭治疗中的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF050C3E7D86B2A0772A2F977384BBE54F8E52753521C4EC0E,王灿,《心血管病学进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xxgbxjz,2018,0,0
即刻引流对上尿路结石伴感染的临床意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D29BE1541C1785A192F0FDA9E031C8A459,庄剑秋,《国际泌尿系统杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-mnxt,2018,0,0
胎儿后颅窝区畸形的MRI研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D280C5211FC1C3DB9066D1B2B62DFAA65C3271C1BD8048CBAE,施洋,《国际医学放射学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-lcfsxfc,2018,0,4
沙棘果汁外敷对烫伤患者的疗效观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB0474E0B38332157D697954247CF394F5,方丽红,《中国中医药科技》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyykj,2018,0,0
